Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,datetime,hour,day,weekday,month,is_weekend
2024-04-19,17:19:53,"""CNR8674911""",Completed,"""CID2920649""",eBike,Lal Quila,Munirka,10.6,31.9,272.0,37.14,4.3,4.8,Credit Card,2024-04-19 17:19:53,17,19,4,4,0
2024-12-01,06:10:08,"""CNR5132584""",Completed,"""CID7694299""",Go Mini,South Extension,Vatika Chowk,2.8,31.7,386.0,36.2,4.3,4.6,UPI,2024-12-01 06:10:08,6,1,6,12,1
2024-01-14,13:38:35,"""CNR3438297""",Completed,"""CID7453611""",Bike,Munirka,Govindpuri,5.0,27.2,619.0,13.77,4.1,4.2,UPI,2024-01-14 13:38:35,13,14,6,1,1
2024-09-19,10:58:35,"""CNR3587387""",Completed,"""CID5253679""",Go Mini,Shastri Nagar,IGI Airport,13.4,42.8,407.0,23.77,4.2,4.8,Credit Card,2024-09-19 10:58:35,10,19,3,9,0
2024-12-09,17:03:30,"""CNR8514960""",Completed,"""CID3239464""",Auto,Khan Market,Bhiwadi,13.2,39.3,800.0,36.62,4.5,4.4,UPI,2024-12-09 17:03:30,17,9,0,12,0
2024-07-20,22:37:51,"""CNR8913519""",Completed,"""CID9939630""",Go Sedan,Ghitorni Village,Udyog Bhawan,2.1,21.9,260.0,36.23,3.1,4.7,UPI,2024-07-20 22:37:51,22,20,5,7,1
2024-01-19,23:09:44,"""CNR5608714""",Completed,"""CID1406599""",Go Sedan,Vasant Kunj,Azadpur,2.5,25.7,234.0,3.97,4.4,4.6,Uber Wallet,2024-01-19 23:09:44,23,19,4,1,0
2024-01-20,18:29:21,"""CNR9348512""",Completed,"""CID3633756""",Go Mini,Ashram,Bahadurgarh,10.3,39.1,670.0,22.99,4.2,4.5,Cash,2024-01-20 18:29:21,18,20,5,1,1
2024-09-23,15:30:32,"""CNR1611248""",Completed,"""CID8691822""",Premier Sedan,Pataudi Chowk,Faridabad Sector 15,2.1,19.2,2406.0,14.5,4.5,4.8,UPI,2024-09-23 15:30:32,15,23,0,9,0
2024-05-28,14:16:01,"""CNR1140691""",Completed,"""CID1334081""",Uber XL,Connaught Place,Paharganj,3.9,27.1,557.0,20.24,4.3,4.6,Cash,2024-05-28 14:16:01,14,28,1,5,0
2024-04-01,00:46:56,"""CNR2321165""",Completed,"""CID9345760""",Go Mini,Gurgaon Railway Station,Janakpuri,14.8,37.2,1125.0,25.98,4.2,4.3,UPI,2024-04-01 00:46:56,0,1,0,4,0
2024-12-11,15:41:55,"""CNR2371274""",Completed,"""CID9839284""",Premier Sedan,Tagore Garden,Gurgaon Railway Station,10.5,29.0,100.0,38.98,4.8,4.3,UPI,2024-12-11 15:41:55,15,11,2,12,0
2024-07-22,21:53:44,"""CNR6759665""",Completed,"""CID1616287""",Bike,Greater Noida,Badarpur,2.4,38.4,261.0,37.33,4.2,4.9,Credit Card,2024-07-22 21:53:44,21,22,0,7,0
2024-05-30,09:20:33,"""CNR8311151""",Completed,"""CID3429878""",Go Sedan,Mehrauli,Kashmere Gate,11.3,35.8,378.0,21.72,4.9,4.3,UPI,2024-05-30 09:20:33,9,30,3,5,0
2024-01-27,21:42:35,"""CNR4873126""",Completed,"""CID3338342""",Go Mini,Uttam Nagar,Dwarka Sector 21,6.3,40.0,129.0,41.4,3.8,5.0,Cash,2024-01-27 21:42:35,21,27,5,1,1
2024-08-09,18:11:31,"""CNR2024167""",Completed,"""CID8463930""",Auto,Cyber Hub,Karkarduma,10.7,39.9,60.0,25.83,4.9,4.5,UPI,2024-08-09 18:11:31,18,9,4,8,0
2024-07-04,11:08:29,"""CNR7824606""",Completed,"""CID2782937""",Bike,Madipur,Noida Film City,13.2,20.9,199.0,26.78,3.6,4.9,Uber Wallet,2024-07-04 11:08:29,11,4,3,7,0
2024-04-15,09:51:18,"""CNR5488234""",Completed,"""CID5528085""",Bike,Subhash Chowk,Vidhan Sabha,9.1,22.3,291.0,27.46,4.3,4.1,Uber Wallet,2024-04-15 09:51:18,9,15,0,4,0
2024-05-09,10:51:44,"""CNR9115954""",Completed,"""CID6697872""",Auto,Badarpur,Samaypur Badli,10.5,24.4,125.0,15.7,4.4,4.4,UPI,2024-05-09 10:51:44,10,9,3,5,0
2024-03-17,23:08:23,"""CNR6483679""",Completed,"""CID7436764""",Premier Sedan,Vaishali,Paschim Vihar,11.3,36.8,900.0,20.67,3.8,4.2,Uber Wallet,2024-03-17 23:08:23,23,17,6,3,1
2024-03-27,08:45:56,"""CNR2139241""",Completed,"""CID2844677""",Go Mini,Anand Vihar ISBT,Laxmi Nagar,5.8,30.0,128.0,11.6,3.4,4.3,Cash,2024-03-27 08:45:56,8,27,2,3,0
2024-12-26,16:57:01,"""CNR3876047""",Completed,"""CID2276905""",Go Mini,Central Secretariat,Hauz Rani,4.1,31.6,204.0,23.31,4.8,4.9,Credit Card,2024-12-26 16:57:01,16,26,3,12,0
2024-07-05,02:23:31,"""CNR4819787""",Completed,"""CID9412528""",Go Mini,Mandi House,Model Town,6.3,41.2,780.0,3.61,4.3,4.9,Cash,2024-07-05 02:23:31,2,5,4,7,0
2024-03-23,13:35:01,"""CNR9781774""",Completed,"""CID3255277""",Bike,IMT Manesar,Rajiv Chowk,9.7,25.8,122.0,16.81,3.9,4.6,UPI,2024-03-23 13:35:01,13,23,5,3,1
2024-02-25,06:14:07,"""CNR5403596""",Completed,"""CID2642893""",Bike,Pulbangash,Pataudi Chowk,10.5,39.6,537.0,37.43,4.2,4.2,UPI,2024-02-25 06:14:07,6,25,6,2,1
2024-11-16,15:33:23,"""CNR5197027""",Completed,"""CID2697808""",Go Mini,Vatika Chowk,New Colony,13.1,40.2,1329.0,24.45,4.3,4.2,Cash,2024-11-16 15:33:23,15,16,5,11,1
2024-09-30,01:54:56,"""CNR2327170""",Completed,"""CID9108260""",Bike,Noida Extension,Panchsheel Park,10.8,29.6,978.0,35.52,4.2,4.4,Cash,2024-09-30 01:54:56,1,30,0,9,0
2024-07-21,10:43:24,"""CNR9260093""",Completed,"""CID4682062""",Go Mini,Connaught Place,Pataudi Chowk,8.5,36.8,1284.0,2.71,3.9,4.5,UPI,2024-07-21 10:43:24,10,21,6,7,1
2024-07-07,08:24:58,"""CNR1110991""",Completed,"""CID3955017""",eBike,Ghitorni Village,Rajiv Nagar,12.7,25.9,96.0,36.94,4.5,4.3,UPI,2024-07-07 08:24:58,8,7,6,7,1
2024-06-04,23:28:37,"""CNR3575837""",Completed,"""CID9099513""",Go Sedan,Faridabad Sector 15,GTB Nagar,14.2,33.1,798.0,39.55,4.1,4.6,Cash,2024-06-04 23:28:37,23,4,1,6,0
2024-03-25,13:29:03,"""CNR1365042""",Completed,"""CID3672827""",Premier Sedan,Rajiv Nagar,Shastri Park,11.3,30.2,913.0,22.46,4.8,3.9,UPI,2024-03-25 13:29:03,13,25,0,3,0
2024-05-23,03:33:27,"""CNR3848501""",Completed,"""CID9071382""",Auto,Green Park,South Extension,2.2,30.8,175.0,42.1,4.6,4.9,Uber Wallet,2024-05-23 03:33:27,3,23,3,5,0
2024-02-28,14:42:28,"""CNR6304503""",Completed,"""CID4204533""",Bike,Ashok Park Main,Patel Chowk,7.4,20.1,426.0,20.29,4.1,4.9,Cash,2024-02-28 14:42:28,14,28,2,2,0
2024-09-03,20:26:24,"""CNR5581211""",Completed,"""CID7644321""",Bike,Samaypur Badli,Barakhamba Road,6.4,25.5,255.0,42.57,4.9,5.0,UPI,2024-09-03 20:26:24,20,3,1,9,0
2024-05-04,18:02:48,"""CNR1104138""",Completed,"""CID8431567""",Go Sedan,Green Park,Kashmere Gate ISBT,8.4,31.7,432.0,18.38,4.6,4.6,Uber Wallet,2024-05-04 18:02:48,18,4,5,5,1
2024-08-18,12:35:12,"""CNR8966825""",Completed,"""CID2886819""",Go Mini,Khan Market,Gurgaon Sector 56,11.3,43.7,170.0,18.03,4.3,4.3,UPI,2024-08-18 12:35:12,12,18,6,8,1
2024-03-01,16:12:23,"""CNR7186056""",Completed,"""CID5203934""",Auto,India Gate,Seelampur,3.4,39.2,87.0,39.79,3.1,4.6,Cash,2024-03-01 16:12:23,16,1,4,3,0
2024-09-29,10:20:58,"""CNR7514752""",Completed,"""CID3694983""",Uber XL,Raj Nagar Extension,Sultanpur,11.7,34.5,431.0,6.51,4.9,5.0,Cash,2024-09-29 10:20:58,10,29,6,9,1
2024-02-10,03:15:05,"""CNR5609781""",Completed,"""CID6965842""",Auto,Huda City Centre,Khandsa,14.3,43.9,217.0,6.9,4.1,4.5,Uber Wallet,2024-02-10 03:15:05,3,10,5,2,1
2024-05-12,11:46:03,"""CNR3005923""",Completed,"""CID5914760""",Go Sedan,Jasola,Botanical Garden,7.6,37.2,98.0,30.79,4.7,4.6,UPI,2024-05-12 11:46:03,11,12,6,5,1
2024-06-21,22:21:55,"""CNR5031458""",Completed,"""CID8435266""",Bike,Arjangarh,Seelampur,9.5,43.5,310.0,9.5,4.3,4.3,UPI,2024-06-21 22:21:55,22,21,4,6,0
2024-12-27,06:52:33,"""CNR6189495""",Completed,"""CID7946337""",Go Sedan,Uttam Nagar,Botanical Garden,4.2,22.9,374.0,23.31,4.4,3.7,Cash,2024-12-27 06:52:33,6,27,4,12,0
2024-06-18,14:08:51,"""CNR1830040""",Completed,"""CID6774161""",Go Sedan,Ashok Park Main,Shastri Park,6.0,31.1,399.0,25.79,4.3,4.9,UPI,2024-06-18 14:08:51,14,18,1,6,0
2024-10-10,11:58:34,"""CNR2716667""",Completed,"""CID6553239""",Go Mini,Subhash Chowk,Raj Nagar Extension,14.8,15.8,101.0,38.12,4.2,4.2,UPI,2024-10-10 11:58:34,11,10,3,10,0
2024-12-20,19:23:12,"""CNR3004744""",Completed,"""CID7407006""",Auto,IIT Delhi,IGNOU Road,10.1,37.6,127.0,44.02,3.3,4.6,UPI,2024-12-20 19:23:12,19,20,4,12,0
2024-08-31,07:35:36,"""CNR2345334""",Completed,"""CID5886925""",Bike,Udyog Vihar,Kaushambi,5.1,27.7,3183.0,10.68,4.3,4.2,Cash,2024-08-31 07:35:36,7,31,5,8,1
2024-06-15,16:53:36,"""CNR4707507""",Completed,"""CID3630116""",Auto,Bhikaji Cama Place,Panchsheel Park,11.9,38.4,822.0,34.54,4.4,4.4,UPI,2024-06-15 16:53:36,16,15,5,6,1
2024-02-19,19:46:32,"""CNR7656460""",Completed,"""CID3732235""",Auto,Udyog Vihar Phase 4,Shastri Park,14.1,20.5,139.0,43.44,4.7,4.9,UPI,2024-02-19 19:46:32,19,19,0,2,0
2024-10-27,07:44:13,"""CNR7959701""",Completed,"""CID7835168""",Bike,Noida Sector 18,Old Gurgaon,10.8,34.7,1614.0,2.1,4.9,4.3,Credit Card,2024-10-27 07:44:13,7,27,6,10,1
2024-10-12,20:23:46,"""CNR7027104""",Completed,"""CID1890957""",Auto,Bahadurgarh,Punjabi Bagh,14.8,16.0,613.0,12.57,3.0,3.8,Debit Card,2024-10-12 20:23:46,20,12,5,10,1
2024-04-20,18:31:16,"""CNR7396797""",Completed,"""CID9217984""",Go Mini,Malviya Nagar,Udyog Bhawan,14.7,32.6,429.0,28.19,4.7,4.9,Credit Card,2024-04-20 18:31:16,18,20,5,4,1
2024-04-12,06:54:04,"""CNR3474102""",Completed,"""CID3159904""",Premier Sedan,New Colony,Qutub Minar,4.0,33.5,322.0,19.58,4.9,4.6,Uber Wallet,2024-04-12 06:54:04,6,12,4,4,0
2024-07-02,10:27:20,"""CNR7914865""",Completed,"""CID5839028""",Go Sedan,Nehru Place,Model Town,14.5,40.8,784.0,12.58,3.6,4.5,Uber Wallet,2024-07-02 10:27:20,10,2,1,7,0
2024-07-04,12:15:34,"""CNR1072798""",Completed,"""CID7794982""",Bike,Jasola,IFFCO Chowk,3.6,38.9,659.0,12.56,4.4,3.8,Uber Wallet,2024-07-04 12:15:34,12,4,3,7,0
2024-10-15,15:02:05,"""CNR7784743""",Completed,"""CID7496077""",Auto,Jor Bagh,Faridabad Sector 15,12.7,36.4,457.0,30.84,4.3,3.9,UPI,2024-10-15 15:02:05,15,15,1,10,0
2024-11-26,20:07:12,"""CNR8912872""",Completed,"""CID7739325""",Bike,Rithala,Shastri Nagar,8.8,18.0,414.0,13.14,4.0,4.6,UPI,2024-11-26 20:07:12,20,26,1,11,0
2024-01-30,21:13:58,"""CNR4321800""",Completed,"""CID3226369""",Go Mini,Hauz Khas,Mundka,14.0,33.4,195.0,10.14,4.0,4.3,UPI,2024-01-30 21:13:58,21,30,1,1,0
2024-05-19,14:23:43,"""CNR6182269""",Completed,"""CID3505804""",Go Sedan,Dilshad Garden,Laxmi Nagar,3.6,25.0,126.0,20.93,4.1,4.3,UPI,2024-05-19 14:23:43,14,19,6,5,1
2024-03-26,14:39:40,"""CNR9353642""",Completed,"""CID4168324""",Auto,Paschim Vihar,Nirman Vihar,9.1,25.3,382.0,27.28,4.3,5.0,UPI,2024-03-26 14:39:40,14,26,1,3,0
2024-03-21,21:59:28,"""CNR5300950""",Completed,"""CID3742066""",Bike,Qutub Minar,Karol Bagh,3.0,35.1,487.0,49.4,4.3,4.4,UPI,2024-03-21 21:59:28,21,21,3,3,0
2024-11-10,08:05:23,"""CNR2526083""",Completed,"""CID3566687""",eBike,Chanakyapuri,Meerut,12.6,21.0,447.0,46.92,3.9,4.6,UPI,2024-11-10 08:05:23,8,10,6,11,1
2024-01-26,14:18:28,"""CNR4867604""",Completed,"""CID1179622""",Uber XL,Rajiv Chowk,Bhikaji Cama Place,13.9,17.7,395.0,49.43,4.2,5.0,Cash,2024-01-26 14:18:28,14,26,4,1,0
2024-10-13,19:25:19,"""CNR1287798""",Completed,"""CID7944646""",eBike,Yamuna Bank,Sonipat,7.2,20.1,201.0,14.38,4.2,4.5,Cash,2024-10-13 19:25:19,19,13,6,10,1
2024-04-02,16:55:32,"""CNR6543956""",Completed,"""CID1759588""",eBike,AIIMS,Barakhamba Road,11.5,35.1,265.0,31.65,4.2,4.5,Cash,2024-04-02 16:55:32,16,2,1,4,0
2024-10-30,07:33:12,"""CNR5651479""",Completed,"""CID7018101""",Premier Sedan,Noida Extension,Qutub Minar,7.7,28.7,281.0,20.71,3.4,4.4,Uber Wallet,2024-10-30 07:33:12,7,30,2,10,0
2024-05-03,14:24:54,"""CNR9532533""",Completed,"""CID6266100""",Go Sedan,Noida Sector 18,Manesar,12.0,39.6,433.0,32.12,4.4,4.7,Cash,2024-05-03 14:24:54,14,3,4,5,0
2024-06-07,07:29:50,"""CNR6806445""",Completed,"""CID5190994""",Premier Sedan,Barakhamba Road,Aya Nagar,8.3,39.9,386.0,37.33,4.8,4.9,UPI,2024-06-07 07:29:50,7,7,4,6,0
2024-06-30,18:29:08,"""CNR2927151""",Completed,"""CID6760663""",Auto,Panchsheel Park,DLF Phase 3,9.6,17.2,247.0,22.0,4.7,4.4,Cash,2024-06-30 18:29:08,18,30,6,6,1
2024-02-13,03:40:54,"""CNR2743273""",Completed,"""CID6957180""",Premier Sedan,Rajiv Nagar,Indirapuram,2.2,24.8,312.0,39.85,4.6,4.9,Debit Card,2024-02-13 03:40:54,3,13,1,2,0
2024-04-17,19:35:31,"""CNR8064191""",Completed,"""CID8883100""",Auto,Nawada,Rajiv Chowk,2.9,24.0,85.0,26.09,4.7,4.9,UPI,2024-04-17 19:35:31,19,17,2,4,0
2024-02-18,22:43:25,"""CNR2250930""",Completed,"""CID8353234""",Auto,Dilshad Garden,Kanhaiya Nagar,2.7,15.2,2777.0,14.84,3.6,4.9,UPI,2024-02-18 22:43:25,22,18,6,2,1
2024-08-07,19:15:21,"""CNR5088947""",Completed,"""CID8387215""",Go Sedan,Rajouri Garden,Paharganj,11.6,44.1,230.0,28.18,4.6,4.9,UPI,2024-08-07 19:15:21,19,7,2,8,0
2024-07-16,13:54:57,"""CNR4404368""",Completed,"""CID9703908""",Go Mini,Rajiv Chowk,Faridabad Sector 15,11.2,27.4,722.0,20.07,3.8,4.2,Cash,2024-07-16 13:54:57,13,16,1,7,0
2024-10-14,21:45:55,"""CNR1938711""",Completed,"""CID6215802""",Auto,Rajiv Nagar,Satguru Ram Singh Marg,8.6,31.7,489.0,43.47,4.0,4.1,Cash,2024-10-14 21:45:55,21,14,0,10,0
2024-07-01,14:14:59,"""CNR3413675""",Completed,"""CID9999751""",Go Sedan,Mayur Vihar,Chhatarpur,8.1,16.8,804.0,47.47,4.6,4.1,UPI,2024-07-01 14:14:59,14,1,0,7,0
2024-05-28,16:46:40,"""CNR5933398""",Completed,"""CID1563023""",Auto,Moolchand,IIT Delhi,8.8,23.2,324.0,32.32,3.9,4.9,Cash,2024-05-28 16:46:40,16,28,1,5,0
2024-04-19,08:42:25,"""CNR1502105""",Completed,"""CID3771229""",Go Sedan,Meerut,Noida Sector 62,11.4,19.8,2126.0,10.37,4.1,4.7,Cash,2024-04-19 08:42:25,8,19,4,4,0
2024-04-24,14:07:08,"""CNR7084487""",Completed,"""CID1762513""",Go Mini,Gurgaon Sector 29,Yamuna Bank,10.2,21.7,54.0,31.53,4.6,4.9,Cash,2024-04-24 14:07:08,14,24,2,4,0
2024-08-11,06:34:36,"""CNR3903780""",Completed,"""CID9524467""",Premier Sedan,Uttam Nagar,Dwarka Mor,6.3,42.7,338.0,19.01,3.3,3.7,UPI,2024-08-11 06:34:36,6,11,6,8,1
2024-12-20,01:36:03,"""CNR4277549""",Completed,"""CID1524649""",Auto,Noida Film City,Chandni Chowk,12.5,20.0,342.0,39.74,4.3,4.9,Cash,2024-12-20 01:36:03,1,20,4,12,0
2024-06-08,09:53:30,"""CNR2465746""",Completed,"""CID7173427""",Auto,Lok Kalyan Marg,Vatika Chowk,5.8,21.1,243.0,35.78,3.8,4.7,UPI,2024-06-08 09:53:30,9,8,5,6,1
2024-03-05,19:03:27,"""CNR7935857""",Completed,"""CID5147033""",Go Mini,Tagore Garden,Saidulajab,14.3,25.5,59.0,20.99,3.3,4.9,Cash,2024-03-05 19:03:27,19,5,1,3,0
2024-02-02,10:23:40,"""CNR1567094""",Completed,"""CID9981018""",Auto,IMT Manesar,Jahangirpuri,2.8,18.7,722.0,19.49,4.6,3.2,UPI,2024-02-02 10:23:40,10,2,4,2,0
2024-02-27,03:46:01,"""CNR5105482""",Completed,"""CID3055534""",Go Sedan,Central Secretariat,Shivaji Park,10.8,24.6,373.0,15.37,3.4,4.3,UPI,2024-02-27 03:46:01,3,27,1,2,0
2024-10-29,20:07:30,"""CNR5233925""",Completed,"""CID1552303""",Auto,Noida Sector 62,DLF City Court,10.6,26.8,260.0,33.35,4.6,4.6,Cash,2024-10-29 20:07:30,20,29,1,10,0
2024-05-27,09:00:18,"""CNR9695739""",Completed,"""CID1995440""",Bike,Yamuna Bank,Vidhan Sabha,13.6,18.3,160.0,43.46,4.4,4.3,Credit Card,2024-05-27 09:00:18,9,27,0,5,0
2024-09-13,11:53:43,"""CNR8903273""",Completed,"""CID5576774""",Bike,Chhatarpur,Hero Honda Chowk,10.9,17.5,455.0,42.97,4.7,4.5,Uber Wallet,2024-09-13 11:53:43,11,13,4,9,0
2024-12-20,23:19:22,"""CNR5753865""",Completed,"""CID2979409""",Go Sedan,Model Town,Badshahpur,12.7,37.2,297.0,8.03,4.3,4.6,Debit Card,2024-12-20 23:19:22,23,20,4,12,0
2024-05-11,18:20:24,"""CNR8816281""",Completed,"""CID4479721""",Premier Sedan,Chandni Chowk,Vidhan Sabha,7.8,23.7,558.0,24.08,4.0,4.9,UPI,2024-05-11 18:20:24,18,11,5,5,1
2024-10-06,17:48:28,"""CNR7558916""",Completed,"""CID1133675""",Premier Sedan,Uttam Nagar,Barakhamba Road,8.2,40.9,277.0,37.7,4.2,4.9,UPI,2024-10-06 17:48:28,17,6,6,10,1
2024-04-11,17:24:43,"""CNR7467596""",Completed,"""CID2777681""",eBike,Malviya Nagar,Nirman Vihar,14.7,20.7,665.0,20.98,4.1,4.8,Credit Card,2024-04-11 17:24:43,17,11,3,4,0
2024-05-24,03:56:26,"""CNR3346326""",Completed,"""CID4544635""",Go Sedan,Lal Quila,Vinobapuri,13.3,21.0,337.0,19.37,4.6,4.6,UPI,2024-05-24 03:56:26,3,24,4,5,0
2024-02-06,12:38:35,"""CNR2208720""",Completed,"""CID4246173""",Go Mini,Yamuna Bank,Badshahpur,7.8,42.8,153.0,11.95,4.6,5.0,Credit Card,2024-02-06 12:38:35,12,6,1,2,0
2024-12-13,11:07:26,"""CNR4554812""",Completed,"""CID1972776""",Go Mini,Barakhamba Road,Ashok Park Main,13.5,28.6,386.0,17.68,4.3,4.2,UPI,2024-12-13 11:07:26,11,13,4,12,0
2024-01-25,03:36:06,"""CNR5102354""",Completed,"""CID5594084""",Go Mini,Shahdara,Shastri Nagar,9.2,26.4,190.0,45.21,4.5,4.7,Debit Card,2024-01-25 03:36:06,3,25,3,1,0
2024-04-09,19:14:08,"""CNR7125144""",Completed,"""CID7434991""",Go Mini,Munirka,Anand Vihar ISBT,13.3,30.5,734.0,8.0,4.4,4.5,UPI,2024-04-09 19:14:08,19,9,1,4,0
2024-09-01,21:44:37,"""CNR3631162""",Completed,"""CID8228377""",Go Sedan,Hero Honda Chowk,Sadar Bazar Gurgaon,7.6,34.6,212.0,8.42,4.3,4.4,Credit Card,2024-09-01 21:44:37,21,1,6,9,1
2024-08-04,09:08:43,"""CNR8662921""",Completed,"""CID4937143""",Go Sedan,Moti Nagar,Adarsh Nagar,13.5,39.6,154.0,42.96,4.3,4.3,UPI,2024-08-04 09:08:43,9,4,6,8,1
2024-03-22,12:57:40,"""CNR6745964""",Completed,"""CID5362379""",Go Mini,Rohini West,Badarpur,10.0,33.5,50.0,4.07,3.4,4.7,UPI,2024-03-22 12:57:40,12,22,4,3,0
2024-05-09,16:04:43,"""CNR4150781""",Completed,"""CID1878656""",Go Mini,Indraprastha,Khandsa,2.6,40.2,713.0,38.79,4.8,4.3,Debit Card,2024-05-09 16:04:43,16,9,3,5,0
2024-08-26,22:37:47,"""CNR5808705""",Completed,"""CID1691422""",Go Sedan,Sadar Bazar Gurgaon,New Delhi Railway Station,5.1,39.8,512.0,6.43,4.9,4.3,Debit Card,2024-08-26 22:37:47,22,26,0,8,0
2024-06-23,16:27:20,"""CNR8650604""",Completed,"""CID9668337""",Bike,Cyber Hub,Anand Vihar,9.8,25.2,739.0,5.64,4.2,4.2,UPI,2024-06-23 16:27:20,16,23,6,6,1
2024-09-04,16:33:09,"""CNR2735024""",Completed,"""CID8339891""",Go Sedan,Chandni Chowk,Shivaji Park,8.2,43.4,284.0,9.09,4.6,3.7,UPI,2024-09-04 16:33:09,16,4,2,9,0
2024-05-25,17:06:42,"""CNR5424708""",Completed,"""CID7144663""",Premier Sedan,Keshav Puram,Seelampur,2.1,29.4,600.0,8.68,4.9,4.5,UPI,2024-05-25 17:06:42,17,25,5,5,1
2024-02-27,19:17:37,"""CNR9710275""",Completed,"""CID3005886""",Go Sedan,Peeragarhi,Civil Lines Gurgaon,5.4,38.6,876.0,40.84,3.8,3.8,Credit Card,2024-02-27 19:17:37,19,27,1,2,0
2024-04-07,08:19:12,"""CNR7838025""",Completed,"""CID3929942""",Auto,Mandi House,Aya Nagar,6.1,35.6,182.0,11.79,3.7,3.9,Cash,2024-04-07 08:19:12,8,7,6,4,1
2024-01-14,07:07:17,"""CNR7286191""",Completed,"""CID2050498""",Go Sedan,Janakpuri,Satguru Ram Singh Marg,10.5,35.6,1150.0,46.79,3.7,4.6,Cash,2024-01-14 07:07:17,7,14,6,1,1
2024-09-05,09:31:47,"""CNR6426462""",Completed,"""CID5026951""",Auto,Gurgaon Sector 56,Punjabi Bagh,14.1,21.5,281.0,10.97,4.4,4.7,UPI,2024-09-05 09:31:47,9,5,3,9,0
2024-08-30,12:27:28,"""CNR8272519""",Completed,"""CID6911254""",Bike,Panipat,Panchsheel Park,13.1,38.5,225.0,14.5,4.8,4.2,Debit Card,2024-08-30 12:27:28,12,30,4,8,0
2024-09-13,09:00:21,"""CNR2871654""",Completed,"""CID7109677""",Premier Sedan,Tis Hazari,Sonipat,2.5,26.2,423.0,7.62,4.4,4.5,UPI,2024-09-13 09:00:21,9,13,4,9,0
2024-12-27,09:36:06,"""CNR8939293""",Completed,"""CID4576590""",Go Mini,Manesar,Jasola,3.3,25.5,53.0,11.43,3.7,4.3,Debit Card,2024-12-27 09:36:06,9,27,4,12,0
2024-01-04,22:11:25,"""CNR8564732""",Completed,"""CID1600250""",Bike,Vishwavidyalaya,Mehrauli,14.1,42.4,257.0,35.37,4.5,4.5,Credit Card,2024-01-04 22:11:25,22,4,3,1,0
2024-10-23,16:05:56,"""CNR4414828""",Completed,"""CID5345907""",Go Sedan,Civil Lines Gurgaon,Cyber Hub,3.3,31.9,447.0,25.23,4.8,4.6,Cash,2024-10-23 16:05:56,16,23,2,10,0
2024-09-27,20:35:44,"""CNR9175614""",Completed,"""CID9921869""",Uber XL,Rohini,Kaushambi,12.7,34.5,183.0,20.45,4.3,4.3,Cash,2024-09-27 20:35:44,20,27,4,9,0
2024-11-05,07:49:34,"""CNR7418651""",Completed,"""CID1870654""",Go Mini,Shahdara,Meerut,8.2,44.0,453.0,13.17,3.8,4.7,UPI,2024-11-05 07:49:34,7,5,1,11,0
2024-03-26,20:20:43,"""CNR6756410""",Completed,"""CID5509715""",Bike,India Gate,Paharganj,12.7,17.0,221.0,19.75,4.2,4.1,UPI,2024-03-26 20:20:43,20,26,1,3,0
2024-10-07,14:05:56,"""CNR1900871""",Completed,"""CID5545421""",Bike,INA Market,Ashok Park Main,11.9,42.8,260.0,25.91,4.9,4.6,Credit Card,2024-10-07 14:05:56,14,7,0,10,0
2024-03-10,20:31:55,"""CNR1400497""",Completed,"""CID6886824""",Auto,Kashmere Gate ISBT,Saidulajab,10.3,16.3,966.0,31.23,4.5,4.2,Cash,2024-03-10 20:31:55,20,10,6,3,1
2024-12-01,19:47:22,"""CNR6952220""",Completed,"""CID4733836""",Bike,Mehrauli,Saket,8.0,32.3,112.0,29.85,4.1,3.6,UPI,2024-12-01 19:47:22,19,1,6,12,1
2024-03-04,17:39:23,"""CNR2903243""",Completed,"""CID7332906""",Bike,Panchsheel Park,Sohna Road,11.3,41.5,1804.0,5.27,3.7,3.7,UPI,2024-03-04 17:39:23,17,4,0,3,0
2024-03-26,19:14:54,"""CNR4874652""",Completed,"""CID4292177""",Auto,Indraprastha,Gurgaon Sector 56,9.8,19.4,961.0,6.64,4.3,4.2,Uber Wallet,2024-03-26 19:14:54,19,26,1,3,0
2024-10-19,22:56:55,"""CNR2109487""",Completed,"""CID5705466""",Bike,Ghitorni Village,Vasant Kunj,5.6,25.3,784.0,42.76,4.1,4.8,Debit Card,2024-10-19 22:56:55,22,19,5,10,1
2024-10-22,10:49:51,"""CNR5339365""",Completed,"""CID7543415""",eBike,Sarojini Nagar,Rajiv Chowk,3.6,16.2,334.0,44.25,4.9,4.9,Cash,2024-10-22 10:49:51,10,22,1,10,0
2024-01-23,12:36:30,"""CNR5657436""",Completed,"""CID2216500""",Go Mini,Gurgaon Sector 56,Badarpur,5.7,28.0,92.0,35.18,3.7,4.2,Cash,2024-01-23 12:36:30,12,23,1,1,0
2024-10-02,11:43:46,"""CNR9130841""",Completed,"""CID2507623""",Premier Sedan,Sohna Road,Ghitorni Village,11.6,31.1,444.0,40.13,5.0,4.8,Cash,2024-10-02 11:43:46,11,2,2,10,0
2024-02-20,11:17:49,"""CNR9536854""",Completed,"""CID4851859""",Go Sedan,Laxmi Nagar,Faridabad Sector 15,2.8,42.6,154.0,9.76,3.8,4.6,Uber Wallet,2024-02-20 11:17:49,11,20,1,2,0
